"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AdministerVaccine","AdministerVaccine.expirationDate","AdministerVaccine.expirationDate","","","",1,1,"","","","date {[]} {[]}
","Expiration date","Expiration date of the vaccine. Use last day of the month if only month is given.","","","","","","","","","",,,,,"",,,,"AdministerVaccine.expirationDate",1,1,"",""
"AdministerVaccine","AdministerVaccine.siteAdministered","AdministerVaccine.siteAdministered","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Site administered","Body site where vaccine was administered. Uses the IMMZ.D CodeSystem.","","","","","","","","","",,,,,"#NGImmunizationSiteVS
",,,,"AdministerVaccine.siteAdministered",1,1,"",""
"AdministerVaccine","AdministerVaccine.routeOfAdministration","AdministerVaccine.routeOfAdministration","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Route of administration","Route of delivery of the vaccine. Uses the IMMZ.D CodeSystem.","","","","","","","","","",,,,,"#NGImmunizationRouteVS
",,,,"AdministerVaccine.routeOfAdministration",1,1,"",""
"AdministerVaccine","AdministerVaccine.doseQuantity","AdministerVaccine.doseQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Dose quantity","Quantity of vaccine product administered.","","","","","","","","","",,,,,"",,,,"AdministerVaccine.doseQuantity",1,1,"",""
"AdministerVaccine","AdministerVaccine.healthWorkerIdentifier","AdministerVaccine.healthWorkerIdentifier","","","",1,1,"","","","string {[]} {[]}
","Health worker identifier","Person, organization, or role of the vaccinator. Can be populated from a Health Worker Registry.","","","","","","","","","",,,,,"",,,,"AdministerVaccine.healthWorkerIdentifier",1,1,"",""
"DefaulterTracking","DefaulterTracking","DefaulterTracking","","","",0,*,"","","","null {[]} {[]}
","NG-Imm-G DefaulterTracking[information only]","IMMZ.G - A logical model for tracking immunization defaulters.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DefaulterTracking","DefaulterTracking.clientName","DefaulterTracking.clientName","","","",1,1,"","","","string {[]} {[]}
","Client's name","The first and last name of the client.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.clientName",1,1,"",""
"DefaulterTracking","DefaulterTracking.clientSex","DefaulterTracking.clientSex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Sex","Biological sex of the client.","","","","","","","","","",,,,,"#NGGender
",,,,"DefaulterTracking.clientSex",1,1,"",""
"DefaulterTracking","DefaulterTracking.clientAge","DefaulterTracking.clientAge","","","",1,1,"","","","integer {[]} {[]}
","Client's age","Total number of months since the client was born.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.clientAge",1,1,"",""
"DefaulterTracking","DefaulterTracking.caregiverName","DefaulterTracking.caregiverName","","","",0,1,"","","","string {[]} {[]}
","Caregiver's name","Full name of the caregiver.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.caregiverName",0,1,"",""
"DefaulterTracking","DefaulterTracking.caregiverPhone","DefaulterTracking.caregiverPhone","","","",0,1,"","","","string {[]} {[]}
","Caregiver's phone number","Mobile number of the caregiver.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.caregiverPhone",0,1,"",""
"DefaulterTracking","DefaulterTracking.missedVaccine","DefaulterTracking.missedVaccine","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Immunization missed","The type of vaccine missed.","","","","","","","","","",,,,,"#NGVaccineLibraryVS
",,,,"DefaulterTracking.missedVaccine",1,*,"",""
"DefaulterTracking","DefaulterTracking.missedVaccineDate","DefaulterTracking.missedVaccineDate","","","",1,1,"","","","date {[]} {[]}
","Date of immunization missed","The date immunization was due.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.missedVaccineDate",1,1,"",""
"DefaulterTracking","DefaulterTracking.missedReason","DefaulterTracking.missedReason","","","",0,1,"","","","string {[]} {[]}
","Reason","Capture's the reason(s) for a missed vaccination appointment.","","","","","","","","","",,,,,"",,,,"DefaulterTracking.missedReason",0,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport","IMMZGGenerateReport","","","",0,*,"","","","null {[]} {[]}
","NG-Imm-H GenerateReport[information only]","IMMZ.H - Data elements for the IMMZ.G Report Generation Data Dictionary.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportIdentification","IMMZGGenerateReport.reportIdentification","","","",1,1,"","","Y","string {[]} {[]}
","Report Identification","A unique identifier for the instance of the report that has been generated","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportIdentification",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportStatus","IMMZGGenerateReport.reportStatus","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Report Status","The status of the report (for example, initial, complete, etc.)","","","","","","","","","",,,,,"#NGVerificationStatusVS
",,,,"IMMZGGenerateReport.reportStatus",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportType","IMMZGGenerateReport.reportType","","","",1,1,"","","Y","string {[]} {[]}
","Report Type","The type of report which has been generated (i.e., list of individuals, summary, etc.)","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportType",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportIndicatorCode","IMMZGGenerateReport.reportIndicatorCode","","","",1,1,"","","Y","string {[]} {[]}
","Report Indicator Code","The indicator or measure definition being reported on (e.g., dropout rate, defaulters, etc.)","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportIndicatorCode",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.numberOfDosesPerVial","IMMZGGenerateReport.numberOfDosesPerVial","","","",1,1,"","","Y","integer {[]} {[]}
","Number of doses per vial","The number of doses contained within a vial","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.numberOfDosesPerVial",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.minimumStock","IMMZGGenerateReport.minimumStock","","","",1,1,"","","Y","integer {[]} {[]}
","Minimum Stock","25% of the vaccine requirement in a facility during the reporting month","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.minimumStock",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.maximumStock","IMMZGGenerateReport.maximumStock","","","",1,1,"","","Y","integer {[]} {[]}
","Maximum Stock","125% of the vaccine requirement in a facility during the reporting month","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.maximumStock",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.openingBalance","IMMZGGenerateReport.openingBalance","","","",1,1,"","","Y","integer {[]} {[]}
","Opening balance","The initial quantity of vials in stock at the beginning of a specific reporting period","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.openingBalance",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.quantityReceived","IMMZGGenerateReport.quantityReceived","","","",1,1,"","","Y","integer {[]} {[]}
","Quantity received","The quantity of vaccines/diluents received during the reporting month.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.quantityReceived",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.dosesOpened","IMMZGGenerateReport.dosesOpened","","","",1,1,"","","Y","integer {[]} {[]}
","Doses opened","The quantity of vaccines/diluents opened in doses during the reporting month.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.dosesOpened",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.dosesReturned","IMMZGGenerateReport.dosesReturned","","","",1,1,"","","Y","integer {[]} {[]}
","Doses returned to LGA/Facility","The quantity of vaccines/diluents returned in doses to the LGA during the reporting month.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.dosesReturned",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.stockDiscarded","IMMZGGenerateReport.stockDiscarded","","","",1,1,"","","Y","integer {[]} {[]}
","Stock discarded","The quantity of vaccine/diluent discarded in doses","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.stockDiscarded",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.stockDiscardedType","IMMZGGenerateReport.stockDiscardedType","","","",1,1,"","","Y","code {[]} {[]}
","Stock discarded type","The reason vaccine was discarded","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.stockDiscardedType",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.aefiCaseRate","IMMZGGenerateReport.aefiCaseRate","","","",1,1,"","","Y","decimal {[]} {[]}
","AEFI Case Rate","An indicator for the assessment of a particular vaccine's Adverse Event Following Immunization (AEFI) case rate.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.aefiCaseRate",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.openVialWastage","IMMZGGenerateReport.openVialWastage","","","",1,1,"","","Y","decimal {[]} {[]}
","Open Vial Wastage","A measure of the percentage of doses of a vaccine that were opened but discarded due to under-utilization","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.openVialWastage",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.closedVialWastage","IMMZGGenerateReport.closedVialWastage","","","",1,1,"","","Y","decimal {[]} {[]}
","Closed Vial Wastage","A measure of the percentage of doses of a vaccine that were spoiled due to reasons such as expiry, freezing, breakage, etc.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.closedVialWastage",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportSubjectArea","IMMZGGenerateReport.reportSubjectArea","","","",1,1,"","","Y","string {[]} {[]}
","Report Subject Area","Location (facility or place) for which the data in the report is being represented.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportSubjectArea",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportGenerationDate","IMMZGGenerateReport.reportGenerationDate","","","",1,1,"","","Y","dateTime {[]} {[]}
","Report Generation Date","The date and time on which the report was generated.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportGenerationDate",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportingPeriodStart","IMMZGGenerateReport.reportingPeriodStart","","","",1,1,"","","Y","dateTime {[]} {[]}
","Reporting Period Start","The start date of the reporting period for which data in the report has been included.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportingPeriodStart",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportingPeriodEnd","IMMZGGenerateReport.reportingPeriodEnd","","","",1,1,"","","Y","dateTime {[]} {[]}
","Reporting Period End","The end date of the reporting period for which data in the report has been included.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportingPeriodEnd",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.improvementIndicator","IMMZGGenerateReport.improvementIndicator","","","",1,1,"","","Y","code {[]} {[]}
","Improvement Indicator","Indicates to the receiver how to interpret the data (i.e., what constitutes an improvement or deterioration)","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.improvementIndicator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.reportGenerator","IMMZGGenerateReport.reportGenerator","","","",1,1,"","","Y","string {[]} {[]}
","Report Generator / Author","Indicates the organization, or location which is generating or producing the report","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.reportGenerator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.measureIdentifier","IMMZGGenerateReport.measureIdentifier","","","",1,1,"","","Y","string {[]} {[]}
","Measure Identifier / Meaning","Represents the name of the report/indicator. It codifies the meaning of the group / measure.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.measureIdentifier",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.measuredScore","IMMZGGenerateReport.measuredScore","","","",1,1,"","","Y","decimal {[]} {[]}
","Measured Score","The calculated score of the measure / indicator which is being reported on.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.measuredScore",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.measureNumerator","IMMZGGenerateReport.measureNumerator","","","",1,1,"","","Y","integer {[]} {[]}
","Measure Numerator","The count of individual objects (persons, doses, etc.) which was used as the numerator to calculate the measure score.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.measureNumerator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.measureDenominator","IMMZGGenerateReport.measureDenominator","","","",1,1,"","","Y","integer {[]} {[]}
","Measure Denominator","The count of individual objects (persons, doses, etc.) which was used as the denominator to calculate the measure score.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.measureDenominator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.disaggregationGroup","IMMZGGenerateReport.disaggregationGroup","","","",1,1,"","","Y","code {[]} {[]}
","Disaggregation Group","Indicates the overall strata or disaggregation which is being represented in the report.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.disaggregationGroup",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.bySex","IMMZGGenerateReport.bySex","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Sex","Represents a disaggregation grouped by the indicator population's sex values.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.bySex",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byRegion","IMMZGGenerateReport.byRegion","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Region","Represents a disaggregation grouped by the indicator population's administrative regions.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byRegion",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byAgeGroup","IMMZGGenerateReport.byAgeGroup","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Age Group","Represents a disaggregation grouped by the indicator population's age groups.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byAgeGroup",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byDoseNumber","IMMZGGenerateReport.byDoseNumber","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Dose Number","Represents a disaggregation grouped by the indicator population's dose numbers for a specific vaccine.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byDoseNumber",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byVaccineType","IMMZGGenerateReport.byVaccineType","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Vaccine Type","Represents a disaggregation grouped by the indicator population's vaccine types.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byVaccineType",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byVaccineManufacturer","IMMZGGenerateReport.byVaccineManufacturer","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Vaccine Manufacturer","Represents a disaggregation grouped by the indicator population's vaccine manufacturers for a specific vaccine.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byVaccineManufacturer",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byReactionManifestation","IMMZGGenerateReport.byReactionManifestation","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Reaction Manifestation","Represents a disaggregation grouped by the indicator population's reaction manifestations for a specific vaccine.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byReactionManifestation",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.byOccupation","IMMZGGenerateReport.byOccupation","","","",1,1,"","","Y","boolean {[]} {[]}
","By-Occupation","Represents a disaggregation grouped by the indicator population's occupations.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.byOccupation",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.disaggregationMeasureIdentifier","IMMZGGenerateReport.disaggregationMeasureIdentifier","","","",1,1,"","","Y","string {[]} {[]}
","Disaggregation Measure Identifier / Meaning","The type or value of this stratum represents (male, female, region 1, dose 3, etc.). This value depends on the Disaggregation Group data element.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.disaggregationMeasureIdentifier",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.disaggregationNumerator","IMMZGGenerateReport.disaggregationNumerator","","","",1,1,"","","Y","integer {[]} {[]}
","Disaggregation Numerator","The count of individual objects (persons, doses, etc.) which were used as the numerator for the disaggregation score.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.disaggregationNumerator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.disaggregationDenominator","IMMZGGenerateReport.disaggregationDenominator","","","",1,1,"","","Y","integer {[]} {[]}
","Disaggregation Denominator","The count of individual objects (persons, doses, etc.) which were used as the denominator for the disaggregation score.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.disaggregationDenominator",1,1,"",""
"IMMZGGenerateReport","IMMZGGenerateReport.disaggregatedScore","IMMZGGenerateReport.disaggregatedScore","","","",1,1,"","","Y","decimal {[]} {[]}
","Disaggregated Score","The computed score for this disaggregation, which is the numerator divided by the denominator for this collection (i.e. population) of records.","","","","","","","","","",,,,,"",,,,"IMMZGGenerateReport.disaggregatedScore",1,1,"",""
"NgImmImmunization","Immunization","Immunization","","","",0,*,"","","","null {[]} {[]}
","Immunization event information","Describes the event of a patient being administered a vaccine or a record of an immunization as reported by a patient, a clinician or another party.","","","","","","","","","",,,,,"",,,,"Immunization",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"NgImmImmunization","Immunization.id","Immunization.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"NgImmImmunization","Immunization.meta","Immunization.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgImmImmunization","Immunization.implicitRules","Immunization.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgImmImmunization","Immunization.language","Immunization.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgImmImmunization","Immunization.text","Immunization.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgImmImmunization","Immunization.contained","Immunization.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"NgImmImmunization","Immunization.extension","Immunization.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgImmImmunization","Immunization.extension:signature","Immunization.extension","signature","","",0,1,"Y","","","Extension {[CanonicalType[https://nphcda.gov.ng/immunizationIG/StructureDefinition/signature]]} {[]}
","NG-Imm Digital Signature","A digital or electronic signature capturing who signed, when, type, and signature data.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgImmImmunization","Immunization.extension:sessionType","Immunization.extension","sessionType","","",0,1,"Y","","","Extension {[CanonicalType[https://nphcda.gov.ng/immunizationIG/StructureDefinition/session-type]]} {[]}
","NG-Imm Session Type","Type of session for immunization (e.g., fixed-site clinic, outreach session, campaign site).","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgImmImmunization","Immunization.extension:contraindications","Immunization.extension","contraindications","","",0,*,"Y","","","Extension {[CanonicalType[https://nphcda.gov.ng/immunizationIG/StructureDefinition/contraindications]]} {[]}
","NG-Imm Vaccine Contraindications","Indicates specific situations in which it is not recommended to administer certain vaccines (e.g severe AEFI, History of Anaphylactic reactions, Symptomatic HIV infection)","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgImmImmunization","Immunization.extension:contraindicated","Immunization.extension","contraindicated","","",0,*,"Y","","","Extension {[CanonicalType[https://nphcda.gov.ng/immunizationIG/StructureDefinition/contraindicated]]} {[]}
","NG-Imm Immunization Contraindicated","Indicates whether the immunization was contraindicated","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
