Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-nigeria-relationship.json	414	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	20	93	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-session-type.json	377	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	97	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-sibling-health-status.json	432	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	97	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-states.json	392	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	145	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-vaccine-contraindication.json	434	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	98	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-vaccine-library.json	377	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	125	0	0	0	1	0	0
fsh-generated/resources/ValueSet-nigeria-vaccine-route.json	390	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	88	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-vaccine-site.json	387	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	85	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-verifiction-status.json	434	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	76	0	0	0	0	0	0
fsh-generated/resources/ValueSet-nigeria-wards.json	417	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	104	0	0	0	0	0	0
/fsh-generated/resources/binary-AEFI-Case-Report-202503.json	1440	-	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	41	0	0	0	0	0	0
/fsh-generated/resources/binary-example-register-client.json	1121	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	0	0	0	0	0	0
/fsh-generated/resources/binary-manage-aefi-example.json	1224	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	53	0	0	0	0	0	0
/fsh-generated/resources/binary-RoutineImmunizationReport.json	1447	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	41	0	0	0	0	0	0
/fsh-generated/resources/binary-update-client-history-example.json	792	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0	0	0	0
/fsh-generated/resources/binary-Vaccine-Stock-Report-202503.json	1460	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	40	0	0	0	0	0	0
